Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,150H100Y_1,150H100Y_2,150H100Y_3,200H50Y_1,200H50Y_2,200H50Y_3,240H10Y_1,240H10Y_2,240H10Y_3
Q92665,RT31_HUMAN,MRPS31,Small ribosomal subunit protein mS31,2,2,30084,40317.5,30718.6,35445.8,38792.6,59493.7,48445.1,36884.3,46797.1
Q92667,AKAP1_HUMAN,AKAP1,"A-kinase anchor protein 1, mitochondrial",14,14,62330.8,77521.7,76274.6,60831.1,92750.8,90675.6,72412.9,77188.5,72492.9
Q92685,ALG3_HUMAN,ALG3,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",3,3,27878.4,30364.9,28410.5,27521.8,39587.9,33978.7,31583.4,34960.2,33719.4
Q92688,AN32B_HUMAN,ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member B,5,4,1.53E+06,1.76E+06,1.74E+06,1.50E+06,2.42E+06,2.38E+06,2.08E+06,2.03E+06,1.87E+06
Q92692,NECT2_HUMAN,NECTIN2,Nectin-2,3,3,18968.6,20009.5,23619.4,22981.3,25071,32049.7,22677.2,26343.2,25168.6
Q92696,PGTA_HUMAN,RABGGTA,Geranylgeranyl transferase type-2 subunit alpha,11,11,30474.9,34340.1,28521.3,32245.9,46468.7,40634,28389,32352.3,31930.1
Q92733,PRCC_HUMAN,PRCC,Proline-rich protein PRCC,6,6,34634.6,30609.3,29068.9,30417.6,39101.9,29117.5,29069.7,35353,30158
Q92734,TFG_HUMAN,TFG,Protein TFG,3,3,200562,205145,189452,158747,265503,204945,184866,206083,178245
Q92743,HTRA1_HUMAN,HTRA1,Serine protease HTRA1,3,3,40405,38558.4,43169.2,43853,68533.6,48358.8,45877.1,45689.2,39794.8
Q92747,ARC1A_HUMAN,ARPC1A,Actin-related protein 2/3 complex subunit 1A,3,3,109310,124637,117614,121730,135861,141861,97329.6,147619,151427
Q92759,TF2H4_HUMAN,GTF2H4,General transcription factor IIH subunit 4,4,4,56326.9,41678.6,36598.8,40924.7,61327.2,46445.9,48674.5,39024.4,44036
Q92766,RREB1_HUMAN,RREB1,Ras-responsive element-binding protein 1,6,6,6289.95,5270.03,7922.53,6388.88,8153.11,8840.58,5812.1,9281.07,7616.13
Q92769,HDAC2_HUMAN,HDAC2,Histone deacetylase 2,6,4,468158,449597,387002,458840,562175,509342,449778,447270,465652
Q92783,STAM1_HUMAN,STAM,Signal transducing adapter molecule 1,8,8,41034.2,28680.3,28696.8,33692.5,42073,36272.2,37203.4,33395.2,31325.7
Q92785,REQU_HUMAN,DPF2,Zinc finger protein ubi-d4,3,3,3742.87,5641.68,5047.14,4122.59,4964.85,6037.39,5558.94,5069.59,5943.66
Q92791,SC65_HUMAN,P3H4,Endoplasmic reticulum protein SC65,1,1,4624,3016.63,2542.72,3237.32,,3838.24,,,3982.42
Q92793,CBP_HUMAN,CREBBP,CREB-binding protein,2,2,8756.83,9656.21,9845.33,11742.5,10961,10739.5,9271.11,14041.4,8207.98
Q92794,KAT6A_HUMAN,KAT6A,Histone acetyltransferase KAT6A,2,2,2054.92,,,3196.95,3816.17,2427.87,2596.78,,2839.35
Q92796,DLG3_HUMAN,DLG3,Disks large homolog 3,6,6,23248.8,19656.6,22334.6,28117.3,31366.4,33274.9,30974.7,26974.8,24746.2
Q92797,SYMPK_HUMAN,SYMPK,Symplekin,14,14,47444.3,29529.2,34962,42851.6,48368.6,41410.3,38030.8,42903.7,42162.9
Q92804,RBP56_HUMAN,TAF15,TATA-binding protein-associated factor 2N,4,3,2.52E+06,3.05E+06,3.09E+06,2.96E+06,3.36E+06,3.50E+06,2.45E+06,3.24E+06,3.07E+06
Q92805,GOGA1_HUMAN,GOLGA1,Golgin subfamily A member 1,9,9,12675,14041.1,19062.7,14587.3,18773.5,21766.1,19107.9,21877.3,18528.6
Q92817,EVPL_HUMAN,EVPL,Envoplakin,12,12,12138.4,17592.6,17265.6,15453.9,20751,16888.2,14257.4,17244.6,19525.6
Q92820,GGH_HUMAN,GGH,Gamma-glutamyl hydrolase,5,5,141289,121204,123658,129399,145682,137194,132304,134722,126999
Q92828,COR2A_HUMAN,CORO2A,Coronin-2A,1,1,,,,2456.55,4617.49,3045.6,,,4860.42
Q92841,DDX17_HUMAN,DDX17,Probable ATP-dependent RNA helicase DDX17,23,15,1.32E+06,1.28E+06,1.23E+06,1.17E+06,1.74E+06,1.56E+06,1.30E+06,1.35E+06,1.32E+06
Q92844,TANK_HUMAN,TANK,TRAF family member-associated NF-kappa-B activator,2,2,2746.69,3249.62,1848.61,1556.94,,2020.68,986.475,,1591.36
Q92845,KIFA3_HUMAN,KIFAP3,Kinesin-associated protein 3,4,4,17041.7,13789.9,16076.4,19684.4,25046,16726.5,13201.2,11984,13907.3
Q92859,NEO1_HUMAN,NEO1,Neogenin,3,3,6325.56,7382,5817.65,5314.17,14436.9,6684.26,6321.43,8175.22,5497.8
Q92878,RAD50_HUMAN,RAD50,DNA repair protein RAD50,34,34,153888,159997,155839,162082,217134,196771,161953,171811,170851
Q92879,CELF1_HUMAN,CELF1,CUGBP Elav-like family member 1,6,4,193300,169548,158246,203571,228457,184136,184246,187568,220159
Q92882,OSTF1_HUMAN,OSTF1,Osteoclast-stimulating factor 1,2,2,54413.3,52722.4,41530.2,53387.5,65849.2,45084.7,41678.9,39827,46535.5
Q92887,MRP2_HUMAN,ABCC2,ATP-binding cassette sub-family C member 2,9,9,69986,51504.2,44729.5,51621.4,75103,57483,50047.3,57924.8,52232.2
Q92888,ARHG1_HUMAN,ARHGEF1,Rho guanine nucleotide exchange factor 1,14,14,76453.8,65253.1,65617.7,72741.5,90488,86227,68325.2,68323,65237.1
Q92889,XPF_HUMAN,ERCC4,DNA repair endonuclease XPF,6,6,15959.9,20233.5,16555.5,15017.6,22614.4,22685.8,17813.5,21337.2,18107.6
Q92890,UFD1_HUMAN,UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,5,5,96806.2,80541.8,84653.7,87362.2,107702,104488,104785,89330.8,89416.7
Q92896,GSLG1_HUMAN,GLG1,Golgi apparatus protein 1,11,11,34682.2,34325.1,34204,40211.6,40940.7,44510.8,35879.8,39289.6,35680
Q92900,RENT1_HUMAN,UPF1,Regulator of nonsense transcripts 1,24,23,209610,180667,174074,193223,233829,213102,179912,194774,184738
Q92905,CSN5_HUMAN,COPS5,COP9 signalosome complex subunit 5,7,7,125898,149371,136360,124543,156258,154513,146407,156052,138187
Q92917,GPKOW_HUMAN,GPKOW,G-patch domain and KOW motifs-containing protein,9,9,67866.3,89716.7,88986.2,87126.9,97230.9,110735,89589.3,97335.2,94032.8
Q92922,SMRC1_HUMAN,SMARCC1,SWI/SNF complex subunit SMARCC1,6,6,43446.4,40586.4,41276.3,43866.8,49577.9,45122.6,50913.7,49035.9,48535.7
Q92925,SMRD2_HUMAN,SMARCD2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,5,5,26179.7,28121.1,20995.9,42240.2,50817,38079.2,23432.4,32033.8,40099.3
Q92930,RAB8B_HUMAN,RAB8B,Ras-related protein Rab-8B,2,2,15450.9,19855.7,25019.4,19369.3,21899.2,20810.2,20393.3,27541.6,23312.1
Q92934,BAD_HUMAN,BAD,Bcl2-associated agonist of cell death,1,1,9832.54,,,14754.6,,,4739.04,,
Q92945,FUBP2_HUMAN,KHSRP,Far upstream element-binding protein 2,13,12,576346,660504,610930,614646,879311,787462,562790,727536,690793
Q92954,PRG4_HUMAN,PRG4,Proteoglycan 4,1,1,20003.2,16730.1,18628.3,15042.4,17255.4,20166.1,18338.9,17600.5,8055.55
Q92963,RIT1_HUMAN,RIT1,GTP-binding protein Rit1,1,1,,,511.713,582.669,,453.024,521.871,806.248,473.534
Q92968,PEX13_HUMAN,PEX13,Peroxisomal membrane protein PEX13,1,1,,,2784.2,2431.1,1289.28,2041.74,,2783.06,
Q92973,TNPO1_HUMAN,TNPO1,Transportin-1,13,11,597596,479174,480433,442488,761357,674168,596339,545554,535856
Q92974,ARHG2_HUMAN,ARHGEF2,Rho guanine nucleotide exchange factor 2,13,13,131904,127804,119523,140200,167723,149944,135997,149841,144387
Q92979,NEP1_HUMAN,EMG1,Ribosomal RNA small subunit methyltransferase NEP1,5,5,138344,147548,103138,132280,187928,172638,133281,126790,134959
Q92989,CLP1_HUMAN,CLP1,Polyribonucleotide 5'-hydroxyl-kinase Clp1,4,4,48368.3,43041.3,38437.6,59086.6,69924.4,63254.1,51931.8,51101.1,46139.1
Q92990,GLMN_HUMAN,GLMN,Glomulin,7,7,25605.9,19015.9,25251.1,20777.1,29974.9,25968.4,22965.5,25750.3,22284.2
Q92995,UBP13_HUMAN,USP13,Ubiquitin carboxyl-terminal hydrolase 13,6,6,25128.9,17865,17870.7,21593.2,28328.2,18941.6,20930.3,19474.8,21499.1
Q93008,USP9X_HUMAN,USP9X,Ubiquitin carboxyl-terminal hydrolase 9X,37,19,106677,102588,101206,103246,125488,121379,107809,113592,111063
Q93009,UBP7_HUMAN,USP7,Ubiquitin carboxyl-terminal hydrolase 7,21,21,267885,280006,267398,277702,352979,329786,272754,313522,292830
Q93015,NAA80_HUMAN,NAA80,N-alpha-acetyltransferase 80,2,2,6838.85,12877.7,11154.5,13677.7,13825.6,16285.1,8449.66,9890.36,11609.9
Q93034,CUL5_HUMAN,CUL5,Cullin-5,9,9,15161.5,14426.1,17149.2,14736.1,20421.1,18910.2,15013.2,18181.6,16257.2
Q93050,VPP1_HUMAN,ATP6V0A1,V-type proton ATPase 116 kDa subunit a 1,6,6,43539.6,39819.2,33392.5,35025.5,45056.6,42251.8,37250.2,39637.3,33151
Q93052,LPP_HUMAN,LPP,Lipoma-preferred partner,6,6,122576,108333,97978.2,129468,157649,137956,124109,125203,132032
Q93063,EXT2_HUMAN,EXT2,Exostosin-2,1,1,5754.96,,,2749.42,4710.06,,5399.51,2676.11,4536.04
Q93074,MED12_HUMAN,MED12,Mediator of RNA polymerase II transcription subunit 12,9,9,8597.48,10306.8,10972,8608.96,14318.5,12645.2,9312.18,10493.2,9063.31
Q93096,TP4A1_HUMAN,PTP4A1,Protein tyrosine phosphatase type IVA 1,4,2,238697,287278,244433,257405,344448,336808,198391,307137,305458
Q93099,HGD_HUMAN,HGD,"Homogentisate 1,2-dioxygenase",1,1,11852.1,4724.71,7491.73,,12690.4,5916.01,5965.07,8726.44,
Q93100,KPBB_HUMAN,PHKB,Phosphorylase b kinase regulatory subunit beta,5,5,47250.9,30012.9,37955.4,31979.1,47071,29894.3,39649,32235.5,40863.2
Q969E2,SCAM4_HUMAN,SCAMP4,Secretory carrier-associated membrane protein 4,1,1,136094,89579.4,62731.7,155732,151303,120210,118203,136569,103271
Q969E8,TSR2_HUMAN,TSR2,Pre-rRNA-processing protein TSR2 homolog,3,3,116323,125443,118762,124171,150682,137911,166091,165022,162189
Q969F9,HPS3_HUMAN,HPS3,BLOC-2 complex member HPS3,8,8,16285.9,10932.7,11919.7,10792.2,15683.9,12392.5,11373.8,12091.5,13509
Q969G3,SMCE1_HUMAN,SMARCE1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,7,7,104586,96471.6,110632,102110,132432,126167,100055,113331,111316
Q969H6,POP5_HUMAN,POP5,Ribonuclease P/MRP protein subunit POP5,1,1,,,,4596.21,12670.3,4854.89,4802.33,,
Q969H8,MYDGF_HUMAN,MYDGF,Myeloid-derived growth factor,3,3,381754,349988,325360,360416,456322,422139,370655,402019,362780
Q969J3,BORC5_HUMAN,BORCS5,BLOC-1-related complex subunit 5,4,4,18800.4,25818.6,22676.8,20615.3,26219.2,25790.6,19330.1,20079.4,16117.1
Q969K3,RNF34_HUMAN,RNF34,E3 ubiquitin-protein ligase RNF34,1,1,3956.29,5374.12,7404.8,4223.26,8103.48,8218.74,6022.64,5408.1,7153.71
Q969L2,MAL2_HUMAN,MAL2,Protein MAL2,1,1,,,,3551.83,10148.5,5133.92,,4550.97,
Q969M3,YIPF5_HUMAN,YIPF5,Protein YIPF5,2,2,46312.4,46803.2,47015.1,69701.8,80424.4,72609.5,59901.6,61706.4,59491.2
Q969N2,PIGT_HUMAN,PIGT,GPI transamidase component PIG-T,6,6,166098,158490,121540,182212,186530,187301,141060,138287,173835
Q969P0,IGSF8_HUMAN,IGSF8,Immunoglobulin superfamily member 8,1,1,13371.2,11213.8,12945.5,13946.4,20605,21611.4,9668.31,14573.4,11911.3
Q969R2,OSBP2_HUMAN,OSBP2,Oxysterol-binding protein 2,1,1,26984.6,24527.3,6772.6,32417.5,51152,,19305.8,24486.6,29714.4
Q969R5,LMBL2_HUMAN,L3MBTL2,Lethal(3)malignant brain tumor-like protein 2,1,1,4907.3,10494.8,6946.97,8177.22,5992.92,9000.46,10421.9,6668.21,8203.74
Q969R8,ITFG2_HUMAN,ITFG2,KICSTOR complex protein ITFG2,3,3,3894.92,2262.24,,2482.05,4695.23,2323.29,3282.54,3128.88,4300.51
Q969S3,ZN622_HUMAN,ZNF622,Cytoplasmic 60S subunit biogenesis factor ZNF622,9,9,121277,91522.5,78510.7,101999,127359,115276,118884,103141,110098
Q969S9,RRF2M_HUMAN,GFM2,"Ribosome-releasing factor 2, mitochondrial",5,5,31117.2,20061,22485.4,28396.1,28196.5,27525,26738.9,24099.2,24466.8
Q969T4,UB2E3_HUMAN,UBE2E3,Ubiquitin-conjugating enzyme E2 E3,1,0,60151.3,56497.3,42598.3,81814.7,66021.6,63212,60884.6,57515.6,56960.4
Q969T7,5NT3B_HUMAN,NT5C3B,7-methylguanosine phosphate-specific 5'-nucleotidase,3,3,12482.7,,,,,19169.5,13973.4,3747.64,4736.82
Q969T9,WBP2_HUMAN,WBP2,WW domain-binding protein 2,3,3,23723.3,22594.5,26255.5,18431.1,32219.4,20040.3,23551.7,23129.8,21209.2
Q969U7,PSMG2_HUMAN,PSMG2,Proteasome assembly chaperone 2,4,4,126182,106897,90378.9,117703,149783,114852,110525,135635,110959
Q969V3,NCLN_HUMAN,NCLN,BOS complex subunit NCLN,10,10,122981,117512,110960,121590,148398,134988,116446,122736,119317
Q969X1,LFG3_HUMAN,TMBIM1,Protein lifeguard 3,1,1,5473.19,2763.01,4730.6,,5701.92,6045.86,7294.78,5571.89,5498.07
Q969X5,ERGI1_HUMAN,ERGIC1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,7,7,137710,151941,142865,153949,183254,196382,142342,158775,146574
Q969X6,UTP4_HUMAN,UTP4,U3 small nucleolar RNA-associated protein 4 homolog,7,7,120178,79737.8,82788.9,106401,122301,101410,111089,98299.7,99320.5
Q969Y2,GTPB3_HUMAN,GTPBP3,"tRNA modification GTPase GTPBP3, mitochondrial",4,4,81935.2,59331.3,73106.3,66549.9,82039.4,86199.3,67045.2,75175.9,77489
Q969Z0,FAKD4_HUMAN,TBRG4,FAST kinase domain-containing protein 4,5,5,129670,99932.8,106349,89445.4,127651,117494,113237,104732,100401
Q969Z3,MARC2_HUMAN,MTARC2,Mitochondrial amidoxime reducing component 2,4,3,84512.4,52408.7,56322.8,83641.7,86698.2,58599.8,61582.2,66127.3,61954.6
Q96A26,F162A_HUMAN,FAM162A,Protein FAM162A,1,1,58766.7,41323.3,37894.9,43218.1,65583.6,41201.6,48660.5,48982.1,49732.8
Q96A29,FUCT1_HUMAN,SLC35C1,GDP-fucose transporter 1,1,1,3720.38,,5824.68,5261.41,7308.99,9494.71,,6864,5834.41
Q96A33,CCD47_HUMAN,CCDC47,PAT complex subunit CCDC47,7,7,163235,128703,117868,140477,170122,143129,134832,147093,142600
Q96A35,RM24_HUMAN,MRPL24,Large ribosomal subunit protein uL24m,5,5,78284.3,63006.5,50696.3,61207.5,84171.2,71881.6,61101.8,65877.6,60854.1
Q96A49,SYAP1_HUMAN,SYAP1,Synapse-associated protein 1,6,6,161225,186021,190954,174024,225411,224143,147650,218906,209198
Q96A57,TM230_HUMAN,TMEM230,Transmembrane protein 230,1,1,2623.32,4572.07,7129.32,5583.6,1529.46,9104.22,9939.7,6352.56,4850.72
Q96A65,EXOC4_HUMAN,EXOC4,Exocyst complex component 4,12,12,31523.4,34408.3,34111.2,29701.7,41234.1,39872.5,30750.5,37954.9,38546.8
Q96A72,MGN2_HUMAN,MAGOHB,Protein mago nashi homolog 2,1,1,179713,138132,128143,139296,252059,221971,199127,185257,152394
Q96A73,P33MX_HUMAN,KIAA1191,Putative monooxygenase p33MONOX,1,1,5548.29,4198.81,,5512.33,3487.12,11073.6,,6998.01,4121.07
Q96AA3,RFT1_HUMAN,RFT1,Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1,1,1,21604.9,25244.2,27763.3,20023.1,23825.5,28098,25022.4,25516.7,32592.8
Q96AB3,ISOC2_HUMAN,ISOC2,Isochorismatase domain-containing protein 2,1,1,32987,14133.6,11952,19729.8,30098.8,21059.3,16357,21275.8,17748.6
Q96AC1,FERM2_HUMAN,FERMT2,Fermitin family homolog 2,11,10,241622,238124,241181,263915,314053,312116,232775,271238,260735
Q96AE4,FUBP1_HUMAN,FUBP1,Far upstream element-binding protein 1,12,12,938482,973193,903170,1.04E+06,1.22E+06,1.15E+06,962703,1.10E+06,1.02E+06
Q96AE7,TTC17_HUMAN,TTC17,Tetratricopeptide repeat protein 17,1,1,52192,60774.1,63039.2,44927.7,62594.5,64073.1,51347.4,53330.4,70383.1
Q96AG3,S2546_HUMAN,SLC25A46,Mitochondrial outer membrane protein SLC25A46,2,2,5115.56,,,7057.59,,,5543.17,6693.82,7000.33
Q96AG4,LRC59_HUMAN,LRRC59,Leucine-rich repeat-containing protein 59,6,6,707884,723051,713269,723451,981681,858432,743268,731947,759847
Q96AH0;Q9BQ15,SOSB1_HUMAN;SOSB2_HUMAN,NABP1;NABP2,SOSS complex subunit B2,1,0,,5425.77,,,,11653.6,5215.26,,7829.26
Q96AJ9,VTI1A_HUMAN,VTI1A,Vesicle transport through interaction with t-SNAREs homolog 1A,1,1,,13970.3,9721.9,6811.92,,,11226.6,9127.89,8857.48
Q96AQ6,PBIP1_HUMAN,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,6,6,33154.9,34684.9,40487.3,39093.3,54415,49662.3,32797.7,43410.4,37032.2
Q96AQ8,MCUR1_HUMAN,MCUR1,Mitochondrial calcium uniporter regulator 1,2,2,53575.3,45321.6,54716.4,60020.4,72340.8,70388.4,56342.9,52623.6,69974.2
Q96AT1,K1143_HUMAN,KIAA1143,Uncharacterized protein KIAA1143,1,1,3074.41,3897.1,7828.89,,8330.91,7576.44,8994.38,7374.71,6428.55
Q96AT9,RPE_HUMAN,RPE,Ribulose-phosphate 3-epimerase,1,1,113195,34154.1,77910.5,62152.7,100876,104433,90701.3,70042.7,82862.9
Q96AX1,VP33A_HUMAN,VPS33A,Vacuolar protein sorting-associated protein 33A,7,7,29779.9,29747.4,26108.6,30637.6,50312.2,33125,31152.5,33269.5,30088.6
Q96AY2,EME1_HUMAN,EME1,Crossover junction endonuclease EME1,3,3,32157.2,29010.5,25725.9,22421.8,39641.9,30802.9,18400.4,28048.1,32029.2
Q96AY3,FKB10_HUMAN,FKBP10,Peptidyl-prolyl cis-trans isomerase FKBP10,8,8,277056,258856,249357,313686,333423,283983,324546,320235,305665
Q96AY4,TTC28_HUMAN,TTC28,Tetratricopeptide repeat protein 28,9,9,2357.89,3342.15,3193.48,2870.58,4450.71,4047.25,3142.07,3277.27,3453.69
Q96B21,TM45B_HUMAN,TMEM45B,Transmembrane protein 45B,1,1,14842.8,22424.7,22313.7,14940,27522.6,19466.6,12222.5,25399.5,19369.4
Q96B23,ARK2N_HUMAN,ARK2N,Protein ARK2N,3,3,68140.3,92966.3,103726,92344,99538.8,119289,80705.7,91397.9,89080.2
Q96B26,EXOS8_HUMAN,EXOSC8,Exosome complex component RRP43,4,4,99544.8,125540,122090,98660.1,144214,134052,98277.1,123220,113175
Q96B36,AKTS1_HUMAN,AKT1S1,Proline-rich AKT1 substrate 1,1,1,7396.31,3481.15,6932.48,7278.36,,7177.17,7669.84,8854.67,7945.02
Q96B49,TOM6_HUMAN,TOMM6,Mitochondrial import receptor subunit TOM6 homolog,1,1,58801.9,54034.6,46765.2,36918.1,57726.1,55060.8,52222,53690.1,53136.3
Q96B54,ZN428_HUMAN,ZNF428,Zinc finger protein 428,3,3,4960.63,10088.5,9796.82,10982.5,9318.19,12656.8,10491.6,8291.44,10061.5
Q96B70,LENG9_HUMAN,LENG9,Leukocyte receptor cluster member 9,4,4,20241.8,19423,14917.9,21353.9,28826.9,21219.7,19689.4,20721.4,23120.7
Q96B97,SH3K1_HUMAN,SH3KBP1,SH3 domain-containing kinase-binding protein 1,10,10,121454,120199,126645,114433,159914,162605,120927,135575,120317
Q96BD0,SO4A1_HUMAN,SLCO4A1,Solute carrier organic anion transporter family member 4A1,3,3,,13394.4,11046.7,9113.64,12117.8,17575.1,16932,20375.3,13686
Q96BD5,PF21A_HUMAN,PHF21A,PHD finger protein 21A,1,1,2700.75,2736.45,3444.3,2279.56,4337.91,3532.17,2636.9,5459.93,4207.89
Q96BH1,RNF25_HUMAN,RNF25,E3 ubiquitin-protein ligase RNF25,2,2,9104.07,7233.89,,6113.91,9656.17,7511.81,8541.32,8420.18,6424.62
Q96BI1,S22AI_HUMAN,SLC22A18,Solute carrier family 22 member 18,2,2,16506.2,10908.2,18230,18077.1,19105.8,23285.5,18498.1,15043.6,11797.1
Q96BI3,APH1A_HUMAN,APH1A,Gamma-secretase subunit APH-1A,1,1,22221,37499,28097.7,23758.3,31224.6,37190.5,21549.8,34866.9,34447.5
Q96BJ3,AIDA_HUMAN,AIDA,"Axin interactor, dorsalization-associated protein",1,1,15755.1,22074,18319.1,15694.3,22298.2,29195,22376.6,23654.3,21004.9
Q96BK5,PINX1_HUMAN,PINX1,PIN2/TERF1-interacting telomerase inhibitor 1,2,2,9560.03,4375.3,5783.23,2711.54,7011.39,5224.48,4538.92,,4332.91
Q96BM9,ARL8A_HUMAN,ARL8A,ADP-ribosylation factor-like protein 8A,5,1,324448,361872,246359,338613,408108,401225,302700,295047,416823
Q96BN8,OTUL_HUMAN,OTULIN,Ubiquitin thioesterase otulin,3,3,147851,159635,141418,134222,200819,174210,122954,144701,127787
Q96BP2,CHCH1_HUMAN,CHCHD1,Small ribosomal subunit protein mS37,1,1,19210.7,,27124.3,,21466.8,,12015.2,16986.6,
Q96BP3,PPWD1_HUMAN,PPWD1,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,14,14,37184.1,47144.6,39624.6,44729.9,55207.5,58591.5,48028.5,52873.8,49613.9
Q96BQ5,CC127_HUMAN,CCDC127,Coiled-coil domain-containing protein 127,5,5,77653.1,92196.3,74156.1,82063.5,107562,93189.1,69546.6,76267.1,81423.1
Q96BR5,COA7_HUMAN,COA7,Cytochrome c oxidase assembly factor 7,3,3,93096.7,81454.5,108135,85249.9,106638,120121,91144.9,111497,109746
Q96BW1,UPP_HUMAN,UPRT,Uracil phosphoribosyltransferase homolog,4,4,13863,15121,11412.8,11852.8,18299,17436.3,11368,14110.8,13539.7
Q96BW5,PTER_HUMAN,PTER,N-acetyltaurine hydrolase,2,2,3656.48,,3666.96,7525.22,12633.2,7911.41,6382.7,4318.48,7000.71
Q96BW9,TAM41_HUMAN,TAMM41,"Phosphatidate cytidylyltransferase, mitochondrial",2,2,50931.3,43456,29940,44295.1,63975.6,46099.9,41933.7,39014.9,40382.5
Q96BX8,MOB3A_HUMAN,MOB3A,MOB kinase activator 3A,1,1,4271.13,4413.32,2566.03,2722.15,4712.83,4192.82,3287.07,3867.9,4234.99
Q96BY7,ATG2B_HUMAN,ATG2B,Autophagy-related protein 2 homolog B,2,2,,,,15353,9698.14,,14529.4,18567.7,8322.73
Q96BZ8,LENG1_HUMAN,LENG1,Leukocyte receptor cluster member 1,3,3,26263.2,38512.6,43059.3,31046.3,47231.1,53100.6,30669.8,46117,34856.3
Q96C00,ZBTB9_HUMAN,ZBTB9,Zinc finger and BTB domain-containing protein 9,2,2,4380.47,4359.96,5676.76,2660.38,5817.74,6563.79,4687,7395.27,6017.87
Q96C01,F136A_HUMAN,FAM136A,Protein FAM136A,3,3,125782,107299,125430,159978,191978,148745,158681,144218,142032
Q96C19,EFHD2_HUMAN,EFHD2,EF-hand domain-containing protein D2,5,3,173471,189303,197332,183627,211393,215386,177965,202339,177816
Q96C23,GALM_HUMAN,GALM,Galactose mutarotase,3,3,54344.8,62700.5,57109,66142.2,86043.9,85099.8,63246.9,71423.2,63919.3
Q96C24,SYTL4_HUMAN,SYTL4,Synaptotagmin-like protein 4,4,4,40806.5,38517.7,51790.2,39320.1,54509.4,53162.2,43472.6,48807.1,49605.5
Q96C36,P5CR2_HUMAN,PYCR2,Pyrroline-5-carboxylate reductase 2,6,5,226397,178241,180066,204458,261077,242773,230999,225172,210728
Q96C57,CSTOS_HUMAN,CUSTOS,Protein CUSTOS,7,7,57991.9,57482.7,57064.7,70094.8,78681.5,66102.8,56292.5,69025.7,55789.6
Q96C86,DCPS_HUMAN,DCPS,m7GpppX diphosphatase,1,1,6151.41,9262.36,3308.26,9488.22,14188.6,8807.51,4823.03,,14337.2
Q96C90,PP14B_HUMAN,PPP1R14B,Protein phosphatase 1 regulatory subunit 14B,2,2,27184.4,32222.5,30078.9,31939.5,47233.1,30657.6,23759.2,23875,22923.9
Q96C92,ENTR1_HUMAN,ENTR1,Endosome-associated-trafficking regulator 1,2,2,5048.47,,5046.4,5607.73,5799.36,7686.04,5971.3,7133.74,7772.62
Q96CB8,INT12_HUMAN,INTS12,Integrator complex subunit 12,6,6,30549.4,25790.4,28471.4,39967.7,51544.3,45435.1,34740.4,30109.2,33446.7
Q96CB9,NSUN4_HUMAN,NSUN4,5-methylcytosine rRNA methyltransferase NSUN4,4,4,41042.7,33901.7,31897.1,55775.4,65223.3,58108.4,38254.3,34435.5,32814.9
Q96CD2,COAC_HUMAN,PPCDC,Phosphopantothenoylcysteine decarboxylase,2,2,,27207.2,,,14332.5,13796.5,16254.8,23565.2,
Q96CF2,CHM4C_HUMAN,CHMP4C,Charged multivesicular body protein 4c,2,2,,,,20937.5,,16645.9,18003.3,,
Q96CM8,ACSF2_HUMAN,ACSF2,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",8,8,39416.4,37718.4,34922.9,34681.8,51647.8,47289.7,33863.5,37051.2,34566.9
Q96CN7,ISOC1_HUMAN,ISOC1,Isochorismatase domain-containing protein 1,5,5,163000,151145,146875,162906,206616,194402,138709,166091,162720
Q96CN9,GCC1_HUMAN,GCC1,GRIP and coiled-coil domain-containing protein 1,1,1,,3802.29,,3015.17,4682.93,4577.87,,5213.3,4196.29
Q96CP2,FWCH2_HUMAN,FLYWCH2,FLYWCH family member 2,3,2,190843,232405,271872,207189,283783,286807,243667,252687,204845
Q96CS2,HAUS1_HUMAN,HAUS1,HAUS augmin-like complex subunit 1,2,2,13332.1,10809.6,19214,13898,18089.9,13973.7,16022.9,14607,20902.9
Q96CS3,FAF2_HUMAN,FAF2,FAS-associated factor 2,5,5,134295,126173,117699,125387,170996,115605,132776,128344,114621
Q96CT7,CC124_HUMAN,CCDC124,Coiled-coil domain-containing protein 124,7,7,183054,176298,164227,167809,212670,221217,191918,230744,208467
Q96CU9,FXRD1_HUMAN,FOXRED1,FAD-dependent oxidoreductase domain-containing protein 1,3,3,25894.5,29277.4,25899.9,27925.7,29916.2,30745.1,28939.5,35917.9,23709.5
Q96CV9,OPTN_HUMAN,OPTN,Optineurin,5,5,23726.5,25374.1,26688.9,23497.4,29396.9,36108.5,27835.4,36169.3,32740.5
